national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder
0,12.0,0,6,6,6,0,2,2,4,0,0,0,0.62,0.73,0,0,0,0,1,0,1
-12,8.0,0,259,397,507,39,149,302,516,40,0,44,0.61,0.61,31,0,0,0,1,0,1
6,9.0,0,0,0,0,0,0,0,0,0,0,0,0.91,0.77,0,1,0,0,1,0,0
4,12.0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.73,0,0,0,0,1,0,0
5,9.0,0,4,8,12,7,9,13,17,0,0,0,0.98,0.98,0,0,0,0,1,0,1
37,8.0,0,0,0,30,7,22,39,53,15,0,0,0.48,0.57,0,0,0,1,1,0,1
2,8.0,0,0,0,0,0,0,0,0,0,0,0,0.78,0.82,0,0,0,0,1,0,0
0,8.0,0,0,0,0,0,0,0,0,0,0,0,0.83,0.92,0,1,0,0,1,0,0
1,2.0,0,60,80,80,22,23,36,41,0,0,0,0.95,0.97,0,1,0,0,1,0,1
8,8.0,0,0,0,0,0,0,0,0,0,0,0,0.98,0.95,0,0,0,0,1,0,0
1,8.0,0,3,6,8,0,3,4,5,0,0,0,0.8,0.82,0,0,0,0,1,0,0
434,8.0,0,0,0,0,0,2,2,2,0,0,0,0.99,0.97,0,0,0,0,1,0,0
4,4.0,0,0,0,1,0,1,1,2,0,0,0,0.77,0.8,0,0,0,0,1,0,0
9,8.0,0,0,0,0,0,0,4,10,1,0,0,0.82,0.89,0,0,0,0,1,0,0
7,8.0,2,498,840,966,34,130,362,578,0,0,45,0.97,0.94,0,0,0,0,1,0,1
44,8.0,44,540,810,1062,193,356,593,1009,179,0,0,0.25,0.39,6,0,0,0,1,0,1
9,4.0,0,0,0,0,5,12,32,34,0,0,0,0.73,0.78,0,1,0,0,1,0,1
39,2.0,14,10,35,60,7,23,44,66,28,0,0,0.99,0.99,0,0,0,0,1,0,0
11,4.0,0,0,0,0,0,0,0,0,0,0,0,0.73,0.78,0,0,0,0,1,0,0
1,9.0,0,5,8,11,9,12,15,18,6,0,0,0.68,0.66,0,0,0,0,1,0,1
0,8.0,0,3,5,6,1,2,4,8,0,0,0,0.97,0.98,0,0,0,1,1,0,1
2,2.0,0,1,2,4,2,3,6,7,0,0,0,1.0,0.99,0,0,0,0,1,0,1
13,8.0,6,16,30,44,7,14,24,48,7,0,0,0.69,0.69,0,0,0,0,1,0,0
2,12.0,0,0,0,0,0,0,0,0,0,0,0,0.78,0.78,0,0,0,0,1,0,0
31,2.0,0,25,50,75,6,24,48,70,2,0,0,0.85,0.76,0,0,0,0,1,0,1
61,4.0,39,15,45,75,224,575,1048,1442,12,0,0,0.73,0.78,0,0,0,0,1,0,0
38,2.0,0,0,0,0,0,4,5,13,5,0,0,0.91,0.85,0,1,0,0,1,0,0
3291,18.0,441,3360,5040,8400,870,4175,8381,11310,989,0,0,1.0,0.71,0,0,0,0,1,0,0
5,8.0,4,16,32,44,6,13,35,53,5,0,0,0.91,0.83,0,0,0,0,1,0,0
2,8.0,0,25,25,50,2,11,20,28,2,0,0,0.97,0.97,0,0,0,0,1,0,1
0,8.0,0,40,64,100,13,38,69,76,0,0,6,0.91,0.93,0,0,0,1,1,0,1
0,2.0,0,5,5,5,0,0,0,0,0,0,0,0.0,0.0,0,1,0,1,1,0,1
112,8.0,50,37,124,208,21,88,210,333,44,0,0,0.7,0.84,0,0,0,0,1,0,0
2,2.0,0,0,0,0,0,1,6,6,0,0,0,0.99,0.99,0,0,0,0,1,0,1
10,3.0,0,0,0,0,0,0,0,0,1,0,0,0.75,0.64,0,1,0,0,1,0,0
3,2.0,0,2,3,3,0,0,0,0,0,0,0,0.84,0.9,0,1,0,1,1,0,0
26,4.0,33,37,74,111,22,71,123,166,0,0,0,0.77,0.8,0,0,0,0,1,0,0
86,8.0,7,59,117,186,15,49,84,160,26,0,0,0.99,0.99,0,0,0,0,1,0,0
12,2.0,0,12,12,24,2,7,12,17,0,0,0,0.93,0.86,0,0,0,0,1,0,0
11,8.0,0,240,360,440,15,76,224,335,63,0,0,-99.0,-99.0,0,0,0,0,0,0,1
5,8.0,0,0,0,0,0,0,0,0,0,0,0,0.84,0.87,0,0,0,0,1,0,0
3,8.0,0,0,0,0,0,0,0,0,1,0,0,0.96,0.93,0,0,0,0,1,0,0
28,4.0,0,0,0,0,0,0,1,1,0,0,0,0.73,0.78,0,0,0,0,1,0,0
2,8.0,0,21,41,51,6,14,28,36,0,0,0,0.64,0.68,0,0,0,0,1,0,1
0,8.0,0,2,3,5,0,2,2,2,0,0,0,0.82,0.81,0,0,0,0,1,0,1
23,8.0,2,28,40,43,6,22,34,71,11,0,0,0.79,0.66,0,0,0,0,1,0,0
5,8.0,0,0,0,0,0,0,0,0,0,0,0,0.78,0.82,0,0,0,0,1,0,0
12,52.0,0,0,0,0,0,0,1,1,0,0,0,0.84,0.86,0,1,0,0,0,0,0
9,8.0,0,40,90,140,11,25,50,63,0,0,0,1.0,0.94,0,0,0,0,1,0,1
0,2.0,0,20,21,21,0,0,0,0,0,0,0,0.78,0.74,0,1,0,0,1,0,1
4,10.0,0,0,0,0,0,0,0,0,0,0,0,0.89,0.9,0,0,0,1,1,0,0
-3,12.0,0,17,23,29,0,5,15,21,5,0,1,0.76,0.73,3,0,0,0,1,0,1
6,9.0,0,0,2,5,2,4,8,14,2,0,0,0.99,0.98,0,0,0,1,1,0,0
6,5.0,0,15,15,15,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,1,0,1
6,2.0,0,22,46,76,14,27,63,90,0,0,0,0.91,0.93,0,0,0,1,1,0,1
21,2.0,0,0,0,0,12,39,45,45,0,0,0,0.93,0.93,0,1,0,0,1,0,1
0,2.0,0,5,5,5,0,0,0,0,0,0,0,0.0,0.0,0,1,0,1,1,0,1
123,2.0,0,100,200,300,24,104,223,352,40,0,0,0.97,0.94,0,0,0,0,1,0,0
190,9.0,0,240,240,360,67,169,336,525,44,0,0,0.91,0.77,0,0,0,0,1,0,1
10,8.0,0,0,0,0,0,0,0,0,1,0,0,0.79,0.84,0,1,0,0,1,0,0
16,8.0,0,0,0,0,0,0,0,0,1,0,0,0.92,0.94,0,0,0,0,1,0,0
6,4.0,0,0,0,0,8,15,36,38,0,0,0,0.73,0.78,0,1,0,0,1,0,1
0,12.0,0,40,40,48,5,24,38,64,0,0,0,0.78,0.78,0,0,0,1,1,0,1
32,8.0,0,0,0,0,0,3,11,19,0,0,0,0.99,0.98,0,1,0,0,1,0,0
10,2.0,0,0,0,0,2,2,2,2,0,0,0,0.96,0.96,0,1,0,1,1,0,1
0,2.0,0,2287,3007,3967,0,1,1,1,121,0,0,0.66,0.4,0,0,0,0,1,0,1
78,8.0,0,0,0,0,0,7,7,8,0,0,0,0.48,0.39,0,0,0,0,1,0,0
27,2.0,0,40,40,80,2,17,28,43,0,0,0,0.44,0.69,0,0,0,0,1,0,0
8,2.0,0,0,0,0,0,0,0,0,2,0,0,0.93,0.93,0,0,0,1,0,0,0
1,12.0,0,21,21,21,1,3,10,18,3,0,0,0.59,0.63,0,0,0,1,1,0,1
0,3.0,0,914,1805,1805,1,3,3,3,89,0,0,0.54,0.7,1,0,0,1,1,0,1
1,8.0,0,43,63,63,3,9,26,41,16,0,0,0.99,0.99,0,1,0,0,1,0,1
219,8.0,225,958,1798,2568,372,955,1783,2614,164,0,59,0.91,0.89,0,0,0,0,1,0,0
9,8.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1,0,0
0,5.0,6,9,11,11,0,0,0,0,0,0,0,-99.0,-99.0,0,1,0,0,1,0,1
4,9.0,0,4,12,16,1,4,8,11,0,0,0,0.99,0.98,0,0,0,1,1,0,1
333,8.0,52,0,0,0,19,66,116,188,27,0,0,0.93,0.94,0,0,0,0,1,0,0
5,12.0,0,0,0,0,0,0,0,1,0,0,0,0.73,0.76,0,0,0,0,1,0,0
4,8.0,0,0,2,3,0,2,6,9,0,0,0,0.81,0.82,0,0,0,0,1,0,1
15,4.0,32,18,40,55,8,28,42,66,8,0,0,0.73,0.78,0,0,0,0,1,0,0
2,8.0,8,6,12,18,3,11,18,29,0,0,0,0.77,0.74,0,0,0,0,1,0,0
7,4.0,0,0,0,0,0,0,0,0,0,0,0,0.73,0.78,0,1,0,0,1,0,0
11,2.0,0,11,22,44,1,12,24,43,0,0,0,0.97,0.95,0,0,0,1,1,0,1
0,2.0,0,50,50,50,1,5,5,7,0,0,0,0.83,0.86,0,0,0,1,1,0,1
443,8.0,6,0,0,0,22,68,148,239,28,0,0,0.97,0.95,0,0,0,0,1,0,0
52,2.0,0,0,0,0,0,0,0,4,0,0,0,0.79,0.87,0,1,0,0,1,0,0
10,4.0,0,0,0,0,0,0,0,0,0,0,0,0.73,0.78,0,0,0,0,1,0,0
0,2.0,0,12,21,25,0,0,0,0,0,0,0,0.69,0.69,0,0,0,0,1,0,1
243,8.0,17,0,756,756,35,96,198,346,36,0,0,0.96,0.96,0,0,0,0,1,0,0
145,6.0,0,0,0,0,0,0,0,0,1,0,0,0.73,0.76,0,0,0,0,1,0,0
0,2.0,0,10,12,12,0,0,0,0,0,0,0,0.05,0.24,0,1,0,1,1,0,1
5,8.0,0,0,0,0,1,1,1,1,0,0,0,0.99,0.86,0,0,0,0,1,0,0
3,9.0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.74,0,1,0,0,1,0,0
1,8.0,0,2,3,3,0,1,1,1,0,0,0,0.08,0.03,0,0,0,0,1,0,1
5,10.0,0,4,7,10,1,3,8,11,1,0,0,0.89,0.9,0,0,0,0,1,0,0
13,14.0,0,0,0,0,0,0,0,0,2,0,0,0.99,0.99,0,0,0,0,1,0,0
0,2.0,0,472,472,472,0,0,0,0,127,0,0,0.69,0.69,0,0,0,1,1,0,1
3,2.0,0,1,1,1,0,1,1,1,0,0,0,0.8,0.66,0,1,0,0,1,0,0
2,8.0,0,56,80,120,1,33,57,96,0,0,0,0.66,0.72,0,0,0,0,1,0,1
2,8.0,0,0,0,1,1,1,1,1,1,0,0,0.14,0.32,0,0,0,0,1,0,0
0,8.0,0,15,15,15,3,4,15,20,0,0,0,0.0,0.0,0,0,0,0,1,0,1
397,8.0,128,599,1051,1571,218,621,1183,1740,219,0,0,0.62,0.68,1,0,0,0,1,0,0
5,2.0,0,0,0,0,0,2,4,4,0,0,0,0.64,0.69,0,0,0,0,1,0,1
503,8.0,176,495,1440,2340,341,894,1866,2628,449,0,0,0.85,0.76,0,0,0,0,1,0,0
5,4.0,0,0,1,1,1,3,3,5,0,0,0,0.73,0.78,0,0,0,0,1,0,0
6,2.0,9,27,54,81,10,25,48,71,7,0,0,0.99,0.93,0,0,0,0,1,0,1
10,2.0,0,0,0,0,0,0,0,0,0,0,0,0.79,0.84,0,0,0,0,1,0,0
59,9.0,1,10,40,70,6,28,57,95,27,0,0,0.99,0.98,0,0,0,0,1,0,0
12,8.0,0,12,12,14,0,1,15,42,0,0,0,0.95,0.97,0,1,0,0,1,0,0
1,12.0,0,0,0,0,0,0,0,0,0,0,0,0.78,0.78,0,0,0,0,1,0,0
0,8.0,0,3,4,5,1,3,5,5,0,0,0,0.85,0.59,0,0,0,0,1,0,1
521,8.0,145,960,2100,3120,299,1169,2366,3714,176,0,0,0.9,0.92,0,0,0,0,1,0,0
6,4.0,0,0,0,0,0,1,2,3,0,0,0,0.89,0.9,0,0,0,0,1,0,0
62,0.0,0,51,89,125,11,15,15,15,23,0,0,0.0,0.0,0,1,0,0,1,0,1
2,3.0,0,4,8,12,5,8,16,24,2,0,0,0.91,0.91,0,0,0,0,1,0,1
149,52.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.99,0,1,0,0,0,0,0
53,12.0,0,0,0,0,61,101,103,134,10,0,0,0.21,0.27,0,1,0,0,1,0,0
171,12.0,0,0,0,0,0,1,1,6,2,0,0,0.56,0.55,0,0,0,0,1,0,0
23,8.0,0,0,0,5,4,9,18,26,2,0,0,1.0,0.99,0,0,0,0,1,0,0
0,12.0,0,0,0,0,0,0,0,0,0,0,0,0.82,0.79,0,0,0,0,1,0,1
0,2.0,108,630,972,1314,0,0,0,0,0,0,0,0.97,0.97,0,0,0,0,1,0,0
0,8.0,0,23,35,47,3,12,18,21,1,0,0,0.96,0.96,0,0,0,1,1,0,1
269,8.0,0,0,0,0,0,4,14,16,0,0,0,0.95,0.94,0,0,0,1,1,0,0
5,8.0,0,10,10,20,0,5,6,11,0,0,0,0.84,0.88,0,0,0,0,1,0,0
1,8.0,1,12,28,39,4,11,15,25,1,0,0,0.8,0.82,0,0,0,0,1,0,1
2,4.0,0,0,0,0,5,6,6,6,0,0,0,0.69,0.68,0,1,0,0,1,0,1
22,2.0,0,0,0,0,0,0,1,2,0,0,0,0.88,0.91,0,0,0,0,1,0,0
1,2.0,0,3,5,7,1,2,7,8,0,0,0,0.77,0.82,0,0,0,0,1,0,1
2,2.0,0,25,25,25,7,10,17,20,1,0,0,0.95,0.92,0,0,0,0,1,0,1
5,9.0,0,0,0,0,0,0,0,0,0,0,0,0.68,0.66,0,0,0,0,1,0,0
0,8.0,0,238,440,634,0,0,0,0,24,0,0,0.69,0.68,0,1,0,0,1,0,1
5,2.0,0,0,0,0,0,0,0,0,0,0,0,0.68,0.64,0,0,0,0,1,0,0
9,8.0,2,84,180,266,22,67,124,177,0,0,6,0.71,0.75,0,0,0,1,1,0,1
532,8.0,128,384,1152,1792,147,486,1023,1662,197,0,0,0.97,0.98,0,0,0,0,1,0,0
0,8.0,0,3,5,6,2,4,4,9,2,0,0,0.99,0.99,0,0,0,0,1,0,1
3,8.0,1,84,140,207,7,59,110,170,16,0,0,0.47,0.62,2,0,0,0,1,0,1
0,4.0,0,259,451,511,1,4,10,11,18,0,4,0.79,0.66,0,0,0,1,1,0,1
0,2.0,0,4,7,8,0,0,0,0,0,0,0,0.62,0.73,0,0,0,0,1,0,1
19,2.0,0,0,0,0,0,5,5,5,1,0,0,0.98,0.98,0,0,0,0,1,0,1
0,2.0,0,121,208,292,0,0,0,1,17,0,36,0.99,0.95,0,0,0,0,1,0,1
-1,2.0,0,12,18,18,5,10,15,22,1,0,0,0.91,0.93,1,0,0,0,1,0,1
51,8.0,4,150,240,390,47,167,279,462,48,0,0,0.96,0.96,1,0,0,0,1,0,1
3,12.0,12,17,27,33,2,11,17,24,5,0,0,0.14,0.32,0,0,0,0,1,0,1
15,2.0,0,20,50,80,3,7,15,17,3,0,0,0.98,0.97,0,1,0,0,1,0,0
681,8.0,0,0,0,0,0,0,0,0,2,0,0,0.91,0.94,0,0,0,0,1,0,0
50,2.0,0,0,0,0,0,0,1,1,1,0,0,-99.0,-99.0,0,1,0,0,1,0,0
3,2.0,0,6,6,6,0,0,0,0,0,0,0,1.0,0.96,0,1,0,0,1,0,1
0,8.0,0,58,58,58,0,1,1,1,0,0,0,0.77,0.78,0,1,0,1,1,0,1
-1,2.0,0,8,8,8,1,2,2,2,0,0,0,0.33,0.59,1,0,0,0,1,0,1
0,9.0,0,3,5,7,2,4,6,6,0,0,0,0.7,0.78,0,0,0,0,1,0,1
2,8.0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.97,0,0,0,0,1,0,0
55,2.0,0,10,25,45,45,45,72,159,12,0,0,0.95,0.96,0,0,0,0,1,0,1
68,2.0,0,24,84,132,24,84,116,165,0,0,0,0.66,0.6,0,0,0,0,1,0,1
5,4.0,0,5,5,10,4,6,16,24,0,0,0,0.68,0.66,0,0,0,0,1,0,1
9,2.0,0,16,16,16,6,7,7,7,2,0,0,0.95,0.95,0,0,0,0,1,0,1
133,8.0,0,10,10,10,7,17,27,44,6,0,0,0.84,0.86,0,1,0,0,0,0,0
132,6.0,23,123,187,283,28,180,354,676,42,0,0,0.78,0.78,0,0,0,1,1,0,0
3,6.0,0,0,1,2,0,0,1,2,0,0,0,0.79,0.67,0,0,0,0,1,0,0
29,9.0,0,0,0,0,4,6,8,9,1,0,0,0.85,0.83,0,0,0,0,1,0,0
4,16.0,0,54,61,75,11,35,63,86,16,0,0,0.99,0.99,0,0,0,0,1,0,1
1,4.0,0,2,4,6,1,3,4,4,0,0,0,0.79,0.66,0,0,0,0,1,0,1
10,2.0,0,20,20,20,2,7,10,15,0,0,0,0.97,0.93,0,0,0,0,1,0,0
3,15.0,0,0,0,0,0,0,0,0,2,0,0,0.93,0.92,0,1,0,0,1,0,0
0,8.0,3,4,7,10,1,7,9,11,0,0,1,0.81,0.83,0,0,0,0,1,0,1
0,8.0,0,21,31,41,0,15,21,35,0,0,0,0.98,0.99,0,0,0,0,1,0,1
1,8.0,0,1,2,2,2,3,3,3,0,0,0,0.59,0.61,0,0,0,0,1,0,1
304,8.0,0,0,0,0,3,8,14,17,1,0,0,0.85,0.89,0,0,0,0,1,0,0
3,2.0,0,0,0,0,0,0,0,0,0,0,0,0.84,0.77,0,1,0,0,1,0,0
2,8.0,2,3,3,3,1,4,6,7,0,0,0,0.7,0.75,0,0,0,0,1,0,1
0,12.0,0,24,33,48,9,19,34,39,1,0,3,0.73,0.79,0,0,0,0,1,0,1
490,8.0,355,786,1618,2290,208,717,1690,2682,329,0,18,0.69,0.69,0,0,0,0,1,0,0
0,2.0,0,2,2,2,0,0,0,0,0,0,0,0.82,0.79,0,1,0,0,1,0,1
6,2.0,5,5,15,20,4,15,19,22,2,0,0,1.0,1.0,0,0,0,0,1,0,1
9,9.0,6,0,0,0,21,35,36,36,4,0,0,0.86,0.84,1,0,0,0,1,0,1
2,12.0,0,0,0,0,0,0,1,1,0,0,0,0.99,0.99,0,0,0,0,1,0,0
49,8.0,0,229,361,449,325,476,570,688,26,0,0,0.79,0.66,0,0,0,0,1,0,1
281,52.0,0,0,0,0,0,1,3,4,0,0,0,0.89,0.94,0,1,0,1,1,0,0
2,2.0,0,4,4,4,3,9,9,9,0,0,0,-99.0,-99.0,0,1,0,0,1,0,1
3,12.0,0,0,0,0,0,0,0,0,0,0,0,0.57,0.7,0,0,0,0,1,0,0
0,4.0,0,0,0,0,0,0,0,0,0,0,0,0.77,0.8,0,0,0,0,1,0,0
15,12.0,0,0,0,0,0,0,0,0,1,0,0,0.58,0.58,0,1,0,0,1,0,0
1,2.0,0,1,2,2,0,2,2,2,0,0,0,0.42,0.36,0,0,0,0,1,0,1
83,2.0,0,0,0,0,0,0,0,0,0,0,0,0.91,0.94,0,1,0,0,1,0,0
3,2.0,1,5,10,15,6,14,18,18,1,0,0,0.67,0.62,0,1,0,0,1,0,1
17,8.0,8,130,249,361,54,142,279,385,0,0,0,0.7,0.75,0,0,0,0,1,0,1
109,2.0,30,330,720,1080,102,316,600,996,56,0,0,0.9,0.95,0,0,0,0,1,0,0
70,2.0,115,300,500,700,177,501,885,1130,63,0,0,0.67,0.79,0,0,0,0,1,0,1
314,4.0,406,202,472,712,88,296,589,823,105,0,0,0.93,0.94,0,0,0,0,1,0,0
0,2.0,10,30,50,60,12,27,39,63,4,0,0,0.99,0.98,0,0,0,0,1,0,1
0,8.0,0,7,7,11,3,8,11,16,1,0,0,0.74,0.7,0,0,0,0,1,0,1
3,8.0,0,6,11,16,2,6,11,26,0,0,0,0.93,0.96,0,0,0,0,1,0,1
4692,2.0,0,0,0,0,15,33,98,116,35,0,0,-99.0,-99.0,0,0,0,0,1,0,0
2,10.0,0,7,15,23,2,4,13,23,2,0,0,0.77,0.85,0,0,0,0,1,0,1
0,2.0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.72,0,0,0,0,1,0,1
0,8.0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,0,0,0,1,1,0,0
154,2.0,3,188,326,556,65,191,373,548,74,0,0,0.96,0.93,0,0,0,0,1,0,0
65,2.0,20,90,180,261,27,89,193,304,29,0,0,1.0,0.99,0,0,0,0,1,0,0
29332,8.0,180,855,23275,41515,3243,11168,24946,43796,4342,0,0,0.97,0.99,0,0,0,0,1,0,1
323,8.0,85,260,560,800,115,326,670,1023,227,0,0,0.93,0.91,0,0,0,0,1,0,0
-2,8.0,0,41,69,97,3,25,40,72,0,0,13,0.65,0.81,2,0,0,0,1,0,1
7,4.0,0,0,0,0,0,0,0,0,0,0,0,0.73,0.78,0,1,0,0,1,0,0
2,12.0,0,0,0,0,0,0,0,0,0,0,0,0.82,0.79,0,0,0,0,1,0,0
11,2.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.09,0,1,0,0,1,0,0
75,8.0,0,0,0,0,0,0,0,0,0,0,0,0.98,0.95,0,0,0,0,1,0,0
0,8.0,0,3,6,9,2,4,6,8,1,0,0,0.84,0.89,0,0,0,0,1,0,1
10,2.0,0,5,15,15,4,13,26,49,3,0,0,0.81,0.83,0,0,0,0,1,0,1
1,8.0,0,68,68,68,10,34,59,74,6,0,0,0.5,0.2,0,0,0,0,1,0,1
1,8.0,0,0,1,2,0,1,1,1,0,0,0,-99.0,-99.0,0,0,0,0,1,0,0
23,8.0,0,60,84,104,11,32,66,140,0,0,0,0.98,0.98,0,0,0,0,1,0,1
31,8.0,0,148,227,331,49,130,245,334,50,0,0,0.83,0.71,0,0,0,0,1,0,1
4,2.0,1,3,9,14,1,5,8,14,1,0,1,0.1,0.17,0,0,0,0,1,0,1
20,13.0,0,12,36,48,25,48,86,112,5,0,0,0.61,0.73,0,0,0,0,1,0,1
4246,2.0,280,1566,6264,12528,1165,3869,9953,11782,0,0,0,0.54,0.52,0,0,0,0,1,0,0
160,8.0,0,0,0,0,2,4,7,8,0,0,0,0.5,0.33,0,0,0,1,1,0,0
26,10.0,0,0,0,0,0,0,0,6,0,0,0,0.84,0.86,0,0,0,0,1,0,0
0,2.0,0,6,12,18,3,9,15,22,0,0,0,0.96,0.97,0,0,0,0,1,0,1
2,2.0,0,8,16,24,4,12,23,33,0,0,0,0.76,0.78,0,0,0,0,1,0,1
23,8.0,1,150,250,350,32,94,188,298,26,0,0,0.61,0.57,0,0,0,1,1,0,1
520,12.0,0,0,0,140,69,152,284,371,40,0,0,1.0,1.0,0,0,0,0,1,0,0
-1,2.0,0,40,60,80,5,18,25,25,3,0,0,0.95,0.84,1,0,0,0,0,0,1
0,12.0,0,4,7,9,1,3,4,7,0,0,0,0.82,0.79,0,0,0,0,1,0,1
1,8.0,0,1,2,3,3,3,4,6,0,0,0,0.07,0.15,0,0,0,0,1,0,1
49,8.0,0,10,10,10,0,0,0,0,0,0,0,0.9,0.93,0,0,0,0,1,0,0
4,8.0,0,0,0,0,1,4,4,10,0,0,0,0.84,0.89,0,0,0,0,1,0,0
75,8.0,0,0,0,0,0,2,2,4,0,0,0,0.0,0.0,0,1,0,1,1,0,0
5,8.0,0,9,19,29,2,4,8,17,2,0,0,1.0,0.94,0,0,0,0,1,0,0
9,12.0,8,0,0,0,0,0,0,0,1,0,0,0.58,0.58,0,1,0,0,1,0,0
12,8.0,22,485,791,1099,140,276,401,626,79,0,0,0.55,0.55,3,0,0,0,1,0,1
0,8.0,0,13,24,30,3,10,14,20,0,0,0,0.99,0.99,0,0,0,0,1,0,1
-4,8.0,0,7,9,10,10,10,14,15,1,0,0,0.35,0.37,4,0,0,0,1,0,1
1,2.0,0,28,48,76,7,22,47,75,0,0,4,0.82,0.68,0,0,0,0,1,0,1
109,8.0,17,672,1056,1392,148,435,877,1285,154,0,48,0.61,0.57,5,0,0,1,1,0,1
13,12.0,0,0,0,0,0,0,0,0,1,0,0,0.58,0.58,0,1,0,0,1,0,0
0,8.0,0,3,3,4,3,5,11,15,0,0,0,0.88,0.92,0,0,0,0,1,0,1
-3,8.0,0,746,1322,1826,120,441,1060,1817,131,0,36,0.25,0.39,3,0,0,0,1,0,1
13,4.0,8,12,30,42,5,16,30,45,0,0,0,0.77,0.8,0,0,0,1,1,0,0
0,8.0,0,30,46,66,2,17,20,34,11,0,0,0.43,0.46,0,0,0,0,1,0,1
-3,8.0,0,780,1272,1896,228,683,1117,1484,166,0,12,0.32,0.15,21,0,0,0,1,0,1
6,8.0,0,8,14,20,1,8,12,20,2,0,1,0.09,0.09,0,0,0,0,1,0,0
4,13.0,0,0,0,0,0,0,0,0,0,0,0,0.78,0.82,0,0,0,0,1,0,0
3,2.0,0,3,7,9,0,3,5,9,0,0,0,0.91,0.86,0,0,0,0,1,0,1
62,8.0,24,95,196,302,40,123,225,395,33,0,0,0.98,0.96,0,0,0,0,1,0,0
16,2.0,0,0,0,0,0,0,0,3,0,0,0,0.68,0.64,0,0,0,1,1,0,0
4,2.0,0,0,0,0,0,0,1,1,0,0,0,0.74,0.76,0,1,0,0,1,0,1
1,2.0,0,28,48,72,8,25,47,66,0,0,0,0.82,0.81,0,0,0,0,1,0,1
16,9.0,0,180,255,315,28,80,144,284,51,0,60,0.68,0.66,1,0,0,0,1,0,1
90,9.0,0,0,0,0,0,0,0,0,0,0,0,0.91,0.74,0,0,0,0,1,0,0
1346,12.0,156,990,1990,3490,398,1365,2775,4343,424,0,0,0.92,0.89,0,0,0,1,1,0,0
0,2.0,0,30,30,30,0,0,0,0,0,0,0,1.0,1.0,0,1,0,0,1,0,1
0,0.0,0,4,7,9,1,3,6,8,1,0,0,0.0,0.0,0,1,0,1,0,0,1
26,8.0,0,107,171,235,26,80,152,221,26,0,0,0.87,0.9,0,0,0,0,1,0,1
12,2.0,0,18,42,72,19,41,61,77,4,0,0,1.0,1.0,0,0,0,0,1,0,1
217,11.0,2,0,0,0,12,37,139,421,48,0,0,0.85,0.77,0,0,0,0,1,0,0
152,8.0,120,1001,1649,2161,316,859,1463,2217,339,0,25,0.44,0.62,17,0,0,0,1,0,1
113,8.0,6,0,48,48,19,45,79,113,20,0,0,0.97,0.97,0,0,0,0,1,0,0
2,2.0,4,7,13,22,5,10,15,21,0,0,0,0.91,0.86,0,0,0,0,1,0,0
770,4.0,336,300,900,1200,178,491,1006,1553,172,0,0,0.95,0.83,0,0,0,0,1,0,0
341,2.0,0,0,0,0,3,4,5,9,0,0,0,0.79,0.89,0,0,0,0,1,0,0
2,2.0,0,0,0,0,0,0,0,0,1,0,0,0.6,0.58,0,1,0,0,1,0,1
27,2.0,0,0,0,0,30,37,37,37,2,0,0,0.95,0.97,0,0,0,0,1,0,1
816,2.0,453,300,900,1200,216,641,1211,1698,258,0,0,0.99,0.99,0,0,0,0,1,0,0
0,14.0,0,12,12,12,0,0,1,3,0,0,0,0.44,0.38,0,0,0,0,1,0,1
7,12.0,16,168,248,312,28,114,206,325,32,0,12,0.63,0.72,1,0,0,0,1,0,1
5,12.0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.72,0,1,0,0,1,0,0
1,9.0,0,0,0,0,0,0,0,0,1,0,0,0.68,0.66,0,0,0,0,1,0,1
11,2.0,0,10,20,30,0,2,9,11,0,0,0,0.9,0.95,0,1,0,0,1,0,1
0,4.0,0,23,33,63,9,21,44,51,0,0,0,0.89,0.9,0,0,0,0,1,0,1
551,8.0,29,1008,1512,2016,177,664,1302,2048,201,0,0,0.84,0.87,0,0,0,1,1,0,0
1,9.0,0,30,54,93,13,51,71,83,8,0,0,0.68,0.66,0,0,0,0,1,0,1
4,8.0,0,1,2,4,0,1,3,7,0,0,0,0.95,0.96,0,0,0,1,1,0,0
10,2.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.75,0,0,0,0,1,0,0
0,8.0,0,5,5,5,0,0,0,0,0,0,0,0.37,0.36,0,1,0,0,1,0,0
0,2.0,0,17,35,35,0,0,0,0,2,0,0,0.45,0.45,0,1,0,0,1,0,1
4,8.0,0,31,46,62,6,21,44,70,0,0,0,0.77,0.87,0,0,0,0,1,0,1
