national_inv,lead_time,in_transit_qty,forecast_3_month,sales_3_month,went_on_backorder
-2,6.0,0,38,35,1
7,8.0,0,52,25,1
3,2.0,0,10,24,1
22,8.0,0,0,0,0
8,8.0,0,11,5,0
5,12.0,0,0,0,0
73,12.0,92,1586,1325,1
233,2.0,0,176,295,0
156,0.0,0,0,5,0
2,8.0,0,0,7,1
36898,2.0,490,68069,8320,0
7,2.0,0,12,24,1
10,8.0,0,0,0,0
3,2.0,0,20,0,0
41,8.0,9,27,35,0
74,8.0,5,100,70,0
306,2.0,82,296,462,0
22,52.0,0,0,0,0
372,8.0,165,340,524,0
16,5.0,0,0,0,0
33,12.0,0,0,0,0
0,8.0,0,10,8,1
23,2.0,0,0,27,1
12,8.0,0,0,7,0
10,2.0,0,0,0,0
731,2.0,0,0,6,0
0,8.0,0,7,0,0
0,2.0,0,0,0,1
16,2.0,8,30,31,1
0,8.0,0,10,1,1
0,8.0,0,0,0,0
7,8.0,0,24,17,0
48,8.0,0,65,59,1
0,2.0,0,8,0,1
13,8.0,0,60,11,1
3,8.0,0,24,25,1
10,2.0,0,8,27,1
1,8.0,0,9,9,1
18,12.0,0,28,23,1
0,2.0,0,0,0,1
6,2.0,0,0,11,1
2,16.0,0,54,35,1
0,4.0,0,2,8,1
1,4.0,0,49,38,1
6,2.0,0,0,15,1
7,8.0,0,19,17,1
82,2.0,0,0,3,0
1,8.0,0,0,1,1
5,12.0,15,122,73,1
5,0.0,0,0,4,1
0,2.0,6,10,0,1
2,2.0,0,1,1,0
0,2.0,23,0,0,0
-4,8.0,0,15,7,1
22,8.0,0,0,2,0
23,8.0,0,0,11,0
1,9.0,0,15,10,1
5,2.0,0,0,0,0
366,8.0,105,289,373,0
4,2.0,0,0,7,1
2,9.0,0,8,9,1
7,9.0,0,0,0,0
4,12.0,0,0,0,0
21,8.0,0,0,0,0
4,2.0,0,5,18,0
5,2.0,0,0,0,0
0,8.0,0,10,9,1
4,9.0,0,0,0,0
3,8.0,0,50,25,1
11,2.0,0,5,6,0
4,8.0,0,0,2,1
0,8.0,0,123,86,1
1005,8.0,57,0,416,0
5,11.0,0,20,33,1
1,8.0,0,3,2,1
64,9.0,0,0,0,0
6,2.0,0,0,0,0
1557,52.0,0,0,0,0
2,3.0,0,3,1,1
8,4.0,0,0,3,0
2,3.0,0,0,1,1
6,12.0,3,120,88,1
84,8.0,3,223,214,1
-2,8.0,0,20,9,1
0,12.0,0,1,0,1
68,8.0,85,1116,1188,1
0,8.0,0,12,13,1
2,12.0,0,0,0,0
16,8.0,0,7,15,0
13,12.0,0,43,38,1
3,8.0,0,15,13,1
-20,12.0,0,81,42,1
1,2.0,0,3,3,1
0,8.0,0,3,3,1
23,2.0,0,42,42,1
1048,2.0,0,0,68,0
20,12.0,9,10,0,0
5,12.0,0,0,0,0
5,8.0,0,0,1,0
25,12.0,0,0,1,0
2,8.0,0,261,163,1
0,2.0,0,12,0,1
4,2.0,0,3,4,1
51,12.0,0,0,0,0
0,8.0,0,3,1,1
5,8.0,3,281,175,1
6,8.0,0,12,10,1
6,2.0,0,98,52,1
160,8.0,57,115,160,0
0,12.0,0,1,1,1
0,8.0,1,4,4,1
0,3.0,0,0,1,1
31,2.0,29,32,48,1
0,8.0,0,21,20,1
8,6.0,0,84,38,1
7,2.0,0,0,4,1
13,4.0,0,0,0,0
-4,8.0,0,7,12,1
43,8.0,0,0,15,0
22,2.0,0,0,0,0
58,8.0,0,0,1,0
1,8.0,0,10,4,0
5,8.0,0,9,15,1
25,2.0,20,0,19,0
3,2.0,0,20,23,1
0,2.0,0,120,0,1
4,12.0,0,0,1,0
253,52.0,0,0,0,0
-6,2.0,0,165,33,1
2,2.0,0,1,1,0
0,8.0,0,3,0,0
2,8.0,0,20,36,1
35,8.0,0,0,7,0
0,4.0,0,5,0,1
545,12.0,0,0,9,0
687,8.0,295,384,531,0
2,12.0,0,5,2,0
2,8.0,0,16,19,1
4,2.0,0,8,10,1
2,12.0,0,0,0,0
3,8.0,0,0,1,1
0,8.0,0,24,25,1
70,8.0,2,47,57,0
10,12.0,0,0,0,0
0,10.0,0,2,3,1
0,2.0,0,4,0,1
3,2.0,0,3,6,1
16,2.0,0,0,0,0
0,2.0,0,66,418,1
7,4.0,0,0,0,0
-3,8.0,0,300,1,1
26,2.0,0,0,0,0
10,8.0,0,0,0,0
24,2.0,0,96,0,0
0,2.0,0,30,20,1
24,8.0,0,0,0,0
0,2.0,0,5,0,1
2,4.0,0,0,2,0
5,8.0,0,2,0,0
14940,12.0,0,0,0,0
4,8.0,0,1,1,0
1,3.0,0,4,3,1
0,2.0,0,74,0,1
12,0.0,0,354,153,1
55,8.0,10,204,211,1
0,12.0,0,8,3,1
15,2.0,0,0,0,0
0,2.0,3,0,0,0
1,8.0,0,0,0,0
55,8.0,12,356,310,1
1,8.0,0,29,15,1
5,3.0,0,5,4,0
13,12.0,0,0,0,0
96,8.0,9,61,70,0
921,2.0,1309,1836,1305,0
3,8.0,1,3,3,1
1,8.0,0,29,10,1
4,8.0,0,0,0,0
15,2.0,0,20,13,0
2,2.0,0,60,6,1
0,3.0,0,2,1,0
13,2.0,0,0,1,0
6,8.0,0,34,52,1
3,8.0,0,0,7,1
2,8.0,3,13,17,1
36,2.0,0,0,0,0
600,8.0,0,0,4,0
0,5.0,0,14,0,1
-1,12.0,0,6,5,1
4,8.0,0,0,2,1
0,12.0,0,0,0,1
12,2.0,0,0,0,0
1600,2.0,0,0,0,0
0,2.0,0,40,0,0
0,8.0,0,8,3,1
14,8.0,0,0,0,0
19,8.0,0,0,0,0
4,4.0,0,2,0,0
0,8.0,0,0,0,0
92,8.0,40,110,172,0
10,8.0,0,0,1,0
3,2.0,0,0,0,0
1,8.0,0,4,4,1
0,9.0,0,3,2,1
4,8.0,0,0,0,0
134,8.0,17,672,443,1
293,8.0,9,114,373,0
5,12.0,0,0,0,0
0,12.0,0,23,10,1
8,2.0,0,0,0,0
203,12.0,34,130,102,0
6,4.0,0,0,0,0
0,12.0,0,6,1,1
935,8.0,0,27,140,0
103,2.0,0,0,0,0
1,8.0,0,160,16,1
65,8.0,19,160,307,1
37,16.0,10,449,357,1
8,8.0,3,24,22,0
59,8.0,10,0,28,0
2,8.0,0,8,10,1
40,4.0,54,284,259,0
1,8.0,0,12,3,1
4,8.0,0,9,10,1
4980,52.0,0,0,10,0
7,2.0,0,0,2,1
0,2.0,0,6,0,0
9,4.0,0,0,2,0
0,8.0,0,19,11,1
1,8.0,0,4,8,1
1,8.0,0,4,6,1
0,2.0,0,6,0,1
2,3.0,0,10,10,1
4,2.0,0,1,2,0
216,12.0,0,0,28,0
461,2.0,0,300,616,0
16,4.0,0,0,0,0
2,8.0,2,9,10,1
4,8.0,0,64,17,1
13,8.0,0,208,92,1
2,12.0,0,0,0,0
35,8.0,0,0,0,0
4,12.0,0,1,0,0
1,12.0,0,0,4,0
0,2.0,0,17,0,1
19,8.0,0,0,0,0
6,4.0,0,0,4,1
4,2.0,0,98,48,1
1,8.0,0,2,2,0
0,9.0,0,5,0,1
8,14.0,4,0,4,0
3,9.0,0,12,15,1
0,2.0,0,10,0,1
9,2.0,1,5,8,1
3,12.0,0,12,9,1
13,9.0,0,0,2,0
-5,3.0,0,48,37,1
3,3.0,0,6,15,1
36,9.0,0,0,0,0
34,11.0,0,14,24,1
1,8.0,0,0,0,0
1,8.0,0,0,0,0
0,8.0,0,3,3,1
46,8.0,0,0,12,0
4,8.0,0,12,13,1
1,4.0,0,0,1,1
-16,8.0,0,30,13,1
37,9.0,0,0,1,0
10,8.0,2,56,33,1
0,14.0,0,12,8,1
2036,8.0,0,0,260,0
8,4.0,0,0,0,0
2,8.0,0,0,1,0
1,8.0,0,30,12,1
63,4.0,0,0,3,0
274,2.0,0,0,0,0
1,8.0,0,1,1,0
4,2.0,0,0,0,1
0,8.0,0,320,0,1
11,8.0,6,49,89,1
44,2.0,0,46,70,0
0,10.0,0,2,1,1
0,2.0,0,13,0,0
4,0.0,0,14,4,1
2,8.0,0,44,0,0
7,8.0,0,37,27,0
15,8.0,0,0,0,0
1,2.0,0,2,1,1
4,8.0,0,0,3,0
14,12.0,0,9,14,1
107,12.0,0,0,56,1
145,8.0,233,2008,1470,1
0,8.0,0,10,12,1
1,8.0,0,12,9,1
1,9.0,0,10,11,1
3,2.0,0,16,0,0
0,2.0,0,18,0,1
6,8.0,10,50,55,1
27,8.0,0,0,0,0
6,8.0,0,4,9,1
4,8.0,0,0,0,0
0,3.0,0,281,0,1
3401,8.0,0,0,361,0
2,2.0,0,16,10,0
0,4.0,0,23,2,1
92,16.0,3,157,110,0
468,8.0,136,1066,1931,1
109,52.0,0,0,2,0
10,2.0,0,0,8,1
26,2.0,0,0,230,0
5,9.0,0,0,0,0
12,8.0,0,44,16,1
0,8.0,0,60,18,1
0,8.0,0,18,16,1
7,0.0,0,8,18,1
61,8.0,32,91,117,0
98,12.0,0,0,0,0
14,8.0,1,0,10,1
592,8.0,0,0,170,0
2,9.0,0,0,0,0
36,8.0,0,0,0,0
601,2.0,2,528,695,0
1217,0.0,41,0,248,0
3,12.0,0,0,0,0
10,9.0,0,0,3,0
2,2.0,0,40,5,1
15,4.0,0,4,4,0
0,9.0,0,3,1,1
650,4.0,0,0,0,0
2,8.0,0,24,15,1
15,2.0,0,0,0,0
4,12.0,0,0,0,0
3,2.0,0,40,33,1
58,2.0,0,0,3,0
0,2.0,0,3,0,1
2,8.0,0,30,12,1
2,2.0,0,13,13,1
0,8.0,0,2,0,1
1,8.0,0,27,15,1
63,12.0,2,40,50,0
3,8.0,0,0,0,1
0,9.0,0,5,4,1
0,12.0,0,6,14,1
0,2.0,0,5,0,1
0,2.0,0,1017,0,1
0,8.0,0,16,8,1
394,2.0,0,0,46,0
0,8.0,0,26,16,1
8,2.0,0,0,0,1
4835,52.0,0,0,15,0
6,12.0,9,66,0,1
18,9.0,0,0,0,0
13,8.0,0,0,4,1
5,4.0,0,87,28,1
67,8.0,40,620,674,1
0,8.0,0,72,0,1
2,8.0,0,0,0,0
0,2.0,0,50,0,1
44,2.0,0,706,39,1
7,8.0,0,10,3,1
148,12.0,0,389,6,0
8,8.0,0,8,5,1
0,8.0,0,4,2,1
55,2.0,0,0,33,0
30,8.0,1,96,59,1
2,12.0,0,4,5,1
5,8.0,0,19,5,1
0,2.0,0,42,0,1
0,2.0,0,11,0,1
4,12.0,0,0,0,0
8,2.0,0,5,36,1
6,2.0,0,0,1,0
-11,2.0,0,1124,664,1
3,9.0,0,0,0,0
9,4.0,0,0,2,0
2,9.0,0,0,0,0
2,8.0,0,24,17,1
21,8.0,0,20,10,0
34,8.0,0,0,3,0
0,2.0,0,192,49,1
0,8.0,0,0,0,0
99,2.0,0,0,0,0
0,2.0,0,5,0,1
12,8.0,0,30,1,1
53,4.0,2,47,60,0
120,8.0,774,2119,1734,1
16,52.0,0,0,1,0
12,4.0,0,0,0,0
0,8.0,0,16,0,1
40,2.0,0,0,0,0
855,8.0,84,500,604,0
20,12.0,0,0,0,0
24,13.0,0,225,72,1
3,4.0,0,6,11,1
2,8.0,0,4,5,1
0,2.0,0,37,0,1
-10,8.0,1000,1000,302,1
77,8.0,3,0,34,0
13,8.0,3,193,161,1
101,2.0,0,0,2,0
0,8.0,0,1,1,1
3,12.0,0,0,0,0
170,8.0,5,95,54,0
9,9.0,1,7,19,1
0,2.0,0,8,3,1
-7,17.0,0,27,24,1
45,16.0,0,0,3,0
5,8.0,2,0,2,0
2,8.0,0,4,6,1
1,9.0,0,19,11,1
0,8.0,0,8,8,1
9,9.0,0,0,0,0
9,12.0,6,2,0,0
4,12.0,4,44,38,1
15,2.0,0,0,5,1
6,2.0,0,0,0,0
0,8.0,0,6,7,1
6,4.0,0,0,0,0
3,8.0,0,0,1,0
8,8.0,0,62,12,1
2,8.0,0,19,34,0
1,8.0,0,1,0,1
30,2.0,0,0,0,0
2,12.0,0,1,1,0
73,0.0,0,0,0,0
6,8.0,0,0,2,0
2,2.0,0,0,2,0
150,2.0,21,168,206,0
0,12.0,0,5,0,0
92,8.0,6,340,278,1
6,8.0,0,0,0,0
3,8.0,0,0,1,1
68,8.0,0,1120,1089,1
0,2.0,0,250,0,1
129,2.0,24,48,71,0
-29,8.0,0,222,36,1
2,8.0,0,0,0,0
10,12.0,0,100,83,1
4,2.0,0,25,8,1
6,9.0,10,2,8,0
3,8.0,0,0,0,0
13,12.0,0,0,0,0
16,2.0,0,0,1,0
87,8.0,19,333,264,1
6,2.0,0,0,1,0
19,2.0,2,343,183,1
14,8.0,0,0,0,0
-1110,52.0,1,3734,1471,0
113,12.0,0,0,1,0
6,8.0,0,0,0,1
12,8.0,0,32,29,1
-35,8.0,0,1385,597,1
8,12.0,0,24,41,1
-28,8.0,0,153,111,1
1,8.0,0,4,6,1
11,8.0,0,0,0,0
44,8.0,0,512,304,1
1,8.0,0,0,1,0
42,2.0,0,0,8,0
460,8.0,39,391,524,0
9,2.0,0,0,1,1
1,8.0,0,23,1,1
492,12.0,13,111,270,0
1,8.0,0,5,7,1
3,8.0,0,36,34,1
3,4.0,0,1,10,0
15,8.0,0,0,0,0
132,8.0,13,288,201,0
31,2.0,0,0,0,1
37,8.0,0,15,22,0
0,2.0,0,16,0,1
56,10.0,0,2138,1990,1
7,16.0,0,0,0,0
0,8.0,2,6,5,0
0,2.0,0,30,0,1
9,2.0,0,0,1,0
2,8.0,0,0,0,0
0,12.0,0,2,2,1
1,16.0,0,0,0,0
3,2.0,3,6,0,1
0,2.0,0,4,3,1
32,8.0,0,350,156,1
1,2.0,7,41,24,1
2,8.0,0,1,1,1
9,8.0,6,117,48,1
0,8.0,0,11,11,1
2,2.0,0,0,2,1
3,8.0,0,0,0,0
49,2.0,0,0,6,0
12,2.0,0,0,0,0
5,12.0,5,5,0,0
18,8.0,0,31,48,0
30,8.0,18,496,282,1
10,12.0,3,0,0,0
2,2.0,0,0,0,0
10,2.0,0,0,1,0
2,8.0,0,11,11,1
4,9.0,0,0,0,0
55,9.0,0,0,7,0
27,2.0,0,92,90,1
7,12.0,0,0,2,1
1,2.0,0,3,2,1
3,10.0,0,56,40,1
22,2.0,0,0,44,1
34,8.0,1,0,6,0
132,9.0,0,0,3,0
5,8.0,0,0,0,0
7,3.0,0,0,0,0
0,2.0,0,7,6,1
3,2.0,0,0,1,1
0,8.0,0,7,5,1
276,8.0,3,0,58,0
0,8.0,1,1,2,0
79,8.0,2,7,21,0
10,12.0,10,0,0,0
0,2.0,0,62,2,1
3,8.0,10,10,12,0
-14,8.0,0,48,23,1
25,8.0,26,84,79,0
44,4.0,0,0,18,0
101,11.0,1,60,69,0
4,2.0,0,0,0,0
7,2.0,0,0,0,0
20,12.0,0,0,0,0
19,8.0,0,60,59,1
0,2.0,0,45,0,0
16,2.0,0,0,18,0
1,8.0,0,0,0,1
23,8.0,0,26,23,0
10,12.0,0,0,3,0
41,8.0,0,256,108,1
0,2.0,0,12,0,1
4,8.0,0,0,22,1
-13,8.0,0,1385,907,1
297,2.0,90,104,221,0
2,8.0,0,2,3,1
12,2.0,0,0,0,0
3,8.0,0,0,0,0
0,2.0,0,111,3,1
95,8.0,9,0,50,0
20,2.0,0,36,30,1
75,8.0,23,250,45,0
3,12.0,0,2,3,0
81,12.0,0,4,7,0
7,2.0,0,15,35,1
240,8.0,16,280,289,0
18,8.0,0,22,41,0
9,4.0,0,0,3,1
74,12.0,0,0,3,0
0,2.0,0,10,0,1
0,8.0,0,9,4,1
2,8.0,0,25,20,1
2,9.0,0,0,0,1
1,2.0,0,0,0,1
7,4.0,0,0,0,0
18,9.0,0,22,18,1
3,12.0,0,0,0,0
3,8.0,0,10,6,1
18,12.0,0,0,0,0
0,2.0,0,20,0,1
20,2.0,0,0,10,0
-4,8.0,0,86,49,1
485,8.0,23,0,172,0
1,8.0,0,2,5,1
5,8.0,21,18,21,0
17,8.0,0,146,68,1
0,8.0,0,101,0,0
5,8.0,0,6,7,1
0,8.0,0,4,3,1
5,4.0,0,0,0,0
0,2.0,0,636,0,1
6,8.0,0,34,17,1
0,8.0,0,25,3,1
36,6.0,0,0,21,1
0,2.0,0,7,1,1
0,2.0,0,4,0,1
139,8.0,3,1248,815,1
5,8.0,0,42,31,1
6,2.0,0,10,21,1
1,8.0,0,16,5,1
232,8.0,24,0,106,0
472,4.0,86,168,253,0
6,8.0,0,31,13,1
26,2.0,0,0,0,0
-1,8.0,0,150,80,1
439,8.0,129,200,241,0
5,8.0,0,9,17,1
4,4.0,0,0,10,1
0,8.0,0,936,0,1
1,9.0,0,4,10,1
55,8.0,9,0,0,0
0,0.0,0,14,7,1
2,10.0,0,7,7,1
7,8.0,0,0,0,0
4,3.0,0,0,6,1
0,4.0,0,32,3,1
15,4.0,0,63,26,1
0,8.0,0,8,16,1
0,2.0,0,4,2,1
0,8.0,0,10,13,1
2,12.0,0,0,0,0
3,12.0,0,0,0,0
0,2.0,0,7,3,1
6,2.0,0,0,0,1
50,4.0,0,30,61,0
1,9.0,0,2,2,0
3081,6.0,1122,7960,5491,0
5,2.0,0,7,3,1
128,8.0,174,442,621,0
8,4.0,0,0,4,1
0,8.0,0,1,1,1
6,2.0,0,4,10,1
8,8.0,0,10,6,0
0,8.0,0,4,5,0
0,4.0,0,6,11,1
22,2.0,0,0,0,0
1,8.0,0,79,46,1
34,2.0,23,12,219,1
3,9.0,0,13,22,1
2,3.0,0,0,1,1
11,9.0,0,0,0,0
0,8.0,0,4,3,1
47,2.0,5,143,10,0
1,3.0,0,3,3,1
3,8.0,0,40,26,1
4,8.0,0,6,15,1
0,2.0,0,111,4,1
2,9.0,0,0,0,0
9,8.0,0,32,27,1
1,8.0,0,1,2,1
0,2.0,0,1,0,1
22,8.0,6,177,129,1
68,52.0,0,0,8,0
4,2.0,0,0,0,1
7,12.0,22,10,15,0
0,2.0,0,5,0,1
17,8.0,0,65,18,1
0,8.0,0,0,0,0
69,2.0,0,0,0,0
7,8.0,0,350,16,1
31,8.0,0,0,0,0
-1,4.0,6,0,9,1
2,12.0,0,0,0,0
7,2.0,0,0,6,0
12,8.0,0,0,0,0
20,2.0,0,15,54,1
4,12.0,0,0,0,0
10731,2.0,1,12000,13331,0
1,9.0,0,0,3,1
98,8.0,12,358,0,0
259,2.0,14,381,678,0
2,12.0,0,152,49,1
21,12.0,12,70,47,1
4,8.0,0,6,12,1
14,8.0,0,0,2,0
61,2.0,0,60,101,1
19,2.0,0,17,0,1
6,8.0,0,0,0,0
0,8.0,0,21,16,1
39,12.0,0,0,0,0
0,2.0,0,5,0,0
63,2.0,0,0,0,0
5,8.0,0,94,9,0
4,2.0,0,37,6,1
0,12.0,0,50,0,1
0,8.0,0,58,0,1
10,12.0,0,0,5,0
7,4.0,0,0,0,0
1799,9.0,184,2149,2912,0
0,8.0,0,0,0,0
2,9.0,0,0,0,0
5,12.0,0,0,0,0
0,12.0,0,4,2,1
124,8.0,25,155,173,0
4,4.0,11,0,9,0
9,8.0,0,64,14,1
11,8.0,10,10,27,0
199,8.0,0,0,0,0
500,12.0,0,0,0,0
9,9.0,6,9,6,0
0,2.0,0,751,1,1
59,12.0,0,0,0,0
58,12.0,10,60,51,0
5,2.0,0,10,11,0
22,8.0,0,0,1,0
0,2.0,0,80,0,1
7,2.0,0,10,15,1
2,12.0,0,9,3,1
221,8.0,7,62,79,0
14,14.0,0,0,0,0
51,8.0,0,0,4,0
10,8.0,1,195,144,1
8,2.0,0,29,30,1
6,8.0,0,20,7,1
-13,14.0,50,332,366,0
0,2.0,0,2,0,0
0,12.0,0,1,0,1
-2,8.0,0,38,22,1
7,8.0,0,8,20,1
12,12.0,0,0,5,0
24,2.0,0,0,9,1
6,8.0,0,0,0,0
2,3.0,0,0,1,1
6,11.0,2,20,31,1
61,8.0,0,0,4,0
36,12.0,0,0,3,0
5,4.0,0,0,3,0
0,8.0,0,7,14,1
7,5.0,0,0,3,0
4,9.0,0,0,0,0
100,8.0,0,0,2,0
11,2.0,0,0,4,1
11,8.0,0,10,15,1
20,6.0,0,85,41,1
27,8.0,96,960,993,0
8,6.0,0,48,35,1
9,2.0,0,35,1,1
22,8.0,0,0,5,1
276,2.0,0,0,52,0
19,9.0,0,0,0,0
0,8.0,0,5,0,1
35,9.0,65,0,0,0
0,12.0,0,5,0,1
1,8.0,0,1,0,0
41,2.0,0,8,35,1
0,2.0,0,0,0,1
100,12.0,0,0,0,0
6,3.0,0,0,20,1
79,8.0,10,330,313,1
26,2.0,11,195,101,1
0,2.0,6,6,0,1
-6,2.0,0,9,12,1
4,8.0,0,0,1,1
9,2.0,0,0,0,0
2,2.0,0,12,8,1
1854,8.0,0,0,22,0
8,8.0,0,11,15,0
6,2.0,0,61,29,1
0,2.0,0,6,2,1
22,8.0,0,230,186,1
9,8.0,7,16,26,1
27,8.0,0,404,226,1
3,8.0,0,0,0,1
-3,8.0,0,12,7,1
7,4.0,0,0,0,0
0,8.0,0,1,1,1
70,8.0,0,0,8,0
0,2.0,0,21,1,1
13,8.0,0,92,65,1
177,8.0,0,224,106,0
0,8.0,0,7,3,1
2,8.0,0,17,21,1
2,2.0,0,0,3,1
156,8.0,0,0,51,1
0,2.0,0,61,0,0
23,8.0,0,340,214,0
1,8.0,0,0,5,0
141,2.0,42,162,162,0
15,16.0,3,58,29,1
0,2.0,0,4,0,1
0,2.0,0,1017,0,1
2,8.0,0,0,1,0
310,2.0,80,0,8,0
17,2.0,0,22,10,0
4,8.0,0,31,6,1
2,2.0,0,4,6,1
0,2.0,0,10,0,0
4,9.0,0,0,0,0
10,2.0,0,0,9,1
17,4.0,0,7,14,1
904,2.0,2,15343,7433,1
1,8.0,0,3,4,1
1,9.0,5,17,6,1
6,4.0,0,2,2,0
1,8.0,1,20,8,1
40,0.0,0,1219,656,1
31,8.0,10,0,8,0
45,2.0,0,285,175,1
0,2.0,0,636,0,1
6,4.0,0,0,0,0
0,2.0,0,50,0,1
14,8.0,0,0,3,0
3,4.0,5,1,0,0
24,8.0,0,0,0,0
9,10.0,0,0,0,0
18,14.0,0,0,1,0
0,12.0,0,8,2,1
6,4.0,0,4,7,1
1,8.0,0,25,6,1
12,12.0,0,28,33,1
4,8.0,0,0,1,0
1,2.0,0,8,10,1
5,2.0,0,1,4,1
0,8.0,0,3,18,1
2,13.0,0,9,7,1
86,2.0,0,54,51,1
0,12.0,0,204,0,1
5,0.0,0,169,16,1
17,2.0,0,0,1,0
75,8.0,0,0,0,0
3690,8.0,432,732,1146,0
13,8.0,0,0,2,0
37,52.0,0,0,1,0
273,8.0,100,200,198,0
13,2.0,0,0,5,1
3,2.0,0,14,4,1
0,2.0,0,5,0,1
13,12.0,0,6,10,0
13,8.0,0,196,2,0
0,8.0,7,12,0,1
12,8.0,0,0,4,1
10,2.0,0,8,41,1
2,8.0,0,2,4,1
15,2.0,0,0,26,0
10,12.0,0,100,22,1
11,2.0,0,0,0,0
19,4.0,0,0,0,0
10,12.0,0,0,0,0
0,2.0,0,5,0,1
0,2.0,0,2926,51,1
243,12.0,0,203,199,0
5,8.0,0,4,9,1
58,8.0,10,128,82,0
-15,8.0,0,160,135,1
6,9.0,0,0,0,0
2,8.0,0,11,11,1
3,2.0,0,0,15,1
9,8.0,0,0,0,0
0,2.0,0,72,0,1
8,8.0,0,0,0,0
5,2.0,0,12,11,1
37,2.0,0,12,19,1
0,2.0,0,0,0,0
5,12.0,0,96,26,1
19,9.0,0,0,0,0
0,4.0,0,8,0,1
7,8.0,0,0,0,0
387,8.0,131,576,446,0
0,8.0,0,100,46,1
2,9.0,0,9,6,1
16,8.0,0,0,0,0
37,2.0,0,80,51,1
13,8.0,0,0,0,0
0,4.0,0,0,0,0
1,9.0,0,30,13,1
1,12.0,0,5,1,0
1,8.0,0,8,2,1
0,2.0,0,58,2,1
0,3.0,0,4,2,1
-5,12.0,4,15,30,1
12,2.0,0,725,2,0
-31,8.0,0,171,144,1
0,4.0,0,7,0,0
17,8.0,0,0,0,0
0,8.0,0,28,6,1
13,2.0,0,29,13,0
0,2.0,0,0,3,1
0,8.0,0,25,15,1
8,8.0,0,16,24,1
3,2.0,0,2,0,0
14,2.0,0,64,62,1
0,8.0,0,16,0,1
9,2.0,0,0,0,0
10,8.0,1,0,88,1
4,8.0,0,0,0,0
16,8.0,0,0,0,0
5,0.0,0,0,4,1
0,4.0,0,11,0,1
0,2.0,1,2,3,1
8,8.0,0,0,20,1
241,8.0,24,277,166,0
0,12.0,0,0,0,1
4,2.0,0,0,0,0
1,8.0,0,0,1,1
12,2.0,0,0,15,1
14,8.0,0,0,0,0
2,8.0,0,0,1,0
2,8.0,0,2,6,0
397,8.0,0,0,19,0
4,8.0,0,3,4,0
0,8.0,0,30,25,1
7,4.0,0,0,0,1
0,8.0,0,7,6,1
25,8.0,0,180,128,1
10,9.0,12,25,37,0
17,8.0,0,0,8,1
2,12.0,0,1,1,1
-1,8.0,1,7,3,1
10,2.0,0,0,0,0
1,14.0,0,20,21,1
394,12.0,27,0,228,0
-5,8.0,0,37,20,1
11,2.0,0,12,18,1
96,2.0,0,0,529,1
-13,8.0,0,21,14,1
6,8.0,0,0,0,0
10,4.0,5,0,0,0
313,8.0,56,140,298,0
12,0.0,0,126,88,1
16,8.0,0,0,0,0
55,8.0,5,477,202,1
18,8.0,0,0,0,0
6,12.0,0,0,2,1
10,8.0,0,60,22,0
47,8.0,5,49,67,0
76,2.0,0,226,7,1
2,8.0,0,34,8,1
0,2.0,0,4,0,1
6,8.0,1,30,33,0
0,2.0,0,7,7,1
165,8.0,0,0,0,0
-5,8.0,1,64,49,1
89,8.0,0,0,21,0
0,8.0,0,9,10,1
8,8.0,1,50,12,0
0,2.0,0,30,12,1
0,2.0,0,72,0,1
1,9.0,0,14,9,1
156,12.0,0,0,22,0
0,8.0,0,0,0,0
9,11.0,0,14,18,1
56,2.0,0,3,35,1
2,8.0,0,1,1,1
1,8.0,0,30,15,1
3,2.0,0,0,2,1
-7,8.0,0,37,22,1
3,10.0,0,0,1,1
15,2.0,0,21,33,0
1,8.0,0,2,3,1
3,8.0,0,0,0,1
145,8.0,8,160,134,0
331,8.0,1,0,146,0
2,14.0,0,36,39,1
3,12.0,8,184,118,1
287,2.0,103,689,457,0
0,2.0,0,2,0,1
0,8.0,0,52,0,1
21,8.0,0,0,0,0
0,8.0,0,20,0,0
5,8.0,1,33,36,1
0,9.0,0,3,2,1
4,8.0,0,0,0,0
29,12.0,2,10,25,0
4,9.0,0,15,11,1
1,12.0,0,0,0,0
2,2.0,0,3,1,1
2022,8.0,942,1750,1667,0
150,8.0,141,732,775,1
-499,12.0,350,3452,2550,1
8,8.0,0,0,0,0
7,8.0,0,0,0,0
3,9.0,0,0,0,0
24,2.0,0,0,0,0
11,8.0,0,17,34,1
3,2.0,0,0,1,1
7,12.0,0,0,2,1
2,12.0,0,0,0,0
7,10.0,0,0,0,0
0,2.0,0,368,0,1
204,8.0,0,0,0,0
26,2.0,0,18,32,1
133,12.0,0,0,10,0
3,8.0,0,141,59,1
2,8.0,0,1,2,1
4,8.0,0,0,0,1
1,8.0,0,1,1,0
16,2.0,0,0,4,0
6,8.0,0,18,21,1
0,9.0,0,6,2,1
17,52.0,0,0,4,0
56,8.0,21,864,868,1
3,8.0,0,0,2,1
0,0.0,0,25,1,1
1,8.0,0,12,14,1
18,4.0,0,19,20,0
4,8.0,2,5,5,0
77,4.0,0,0,3,0
662,8.0,6,0,64,0
60,12.0,0,0,3,0
98,8.0,0,0,3,0
-7,6.0,0,38,31,1
3,12.0,0,30,14,1
6,8.0,0,70,29,1
6,12.0,0,5,9,0
2,8.0,0,0,4,0
-24,8.0,0,1120,564,1
22,5.0,0,0,0,0
0,8.0,0,2,2,1
6,8.0,0,0,0,0
